CODICESCUOLA,CODICEEDIFICIO,SPAZIDIDATTICI,AULAMAGNA,MENSA,PALESTRAPISCINA,SPAZIAMMINISTRATIVI
FOAA03101G,400080042,True,False,False,False,False
FOAA03101G,400080044,True,False,False,False,False
FOAA03102L,400080043,True,False,True,False,False
FOAA03105Q,400080600,True,False,True,False,True
FOAA80201E,400040300,True,False,True,False,False
FOAA80202G,400460323,True,False,False,False,False
FOAA80203L,400460121,True,False,False,True,False
FOAA80204N,400460122,True,True,True,True,True
FOAA80205P,400370123,True,False,False,False,False
FOAA80206Q,400070880,True,False,False,False,False
FOAA80302B,400200066,True,False,True,True,False
FOAA80303C,400200065,True,False,False,False,False
FOAA80304D,400200223,True,False,False,False,False
FOAA80305E,400200221,True,False,False,False,False
FOAA80306G,400440411,False,False,False,True,False
FOAA80306G,400440114,True,False,False,False,False
FOAA80307L,400440116,True,False,False,False,False
FOAA804016,400030016,True,False,True,False,False
FOAA804027,400030329,True,False,True,False,False
FOAA804038,400030018,True,False,False,False,False
FOAA805012,400130054,True,False,False,False,False
FOAA805023,400130213,True,False,False,True,False
FOAA805034,400130215,True,False,False,True,True
FOAA805056,400130452,True,False,False,False,False
FOAA80601T,400010103,True,False,False,False,False
FOAA80602V,400010104,True,False,False,False,False
FOAA806041,400500106,True,False,False,True,True
FOAA806052,400500866,True,False,False,False,False
FOAA80701N,400180060,True,False,True,True,False
FOAA80702P,400180061,True,False,True,True,True
FOAA80703Q,400180062,True,False,True,True,False
FOAA80801D,400050354,True,False,False,False,False
FOAA80802E,400110292,True,False,True,True,True
FOAA80803G,400360096,True,False,True,False,True
FOAA80803G,400360402,False,False,False,True,False
FOAA80804L,400310097,True,False,False,False,False
FOAA809019,400090064,True,False,True,False,False
FOAA80902A,400140111,True,False,False,False,False
FOAA811019,400190377,True,False,False,True,True
FOAA81102A,400190400,True,False,False,False,False
FOAA812026,400430113,True,False,False,False,False
FOAA813011,400320080,True,False,True,False,False
FOAA813022,400320081,True,False,True,False,False
FOAA813033,400330082,True,False,False,True,False
FOAA81401R,400220069,True,False,False,False,False
FOAA81402T,400490226,True,False,True,False,False
FOAA81501L,400150728,True,False,False,False,False
FOAA81502N,400150058,True,False,False,False,False
FOAA81503P,400150059,True,False,False,False,False
FOAA81504Q,400150217,True,False,False,False,False
FOAA81601C,400450117,True,True,True,False,True
FOAA81602D,400450118,True,False,True,False,True
FOAA81603E,400450001,True,False,False,False,False
FOAA81604G,400450496,True,False,False,False,False
FOAA817018,400410099,True,False,False,False,False
FOAA817029,400410101,True,False,False,False,False
FOAA81703A,400410100,True,False,False,False,False
FOAA81704B,400410296,True,False,False,False,False
FOAA818014,400160294,True,False,False,False,False
FOAA818025,400160295,True,False,False,False,False
FOAA818036,400160102,True,False,False,False,False
FOAA81901X,400120010,True,False,False,False,True
FOAA819021,400120009,True,False,False,False,False
FOAA820014,400120007,True,False,False,False,True
FOAA820025,400120008,True,False,False,False,True
FOAA82101X,400120237,True,False,True,False,False
FOAA82201Q,400120003,True,False,False,False,True
FOAA82202R,400120005,True,False,False,False,True
FOAA82301G,400120014,True,False,False,False,False
FOAA82302L,400120144,True,False,False,True,True
FOAA82303N,400120152,True,False,True,False,True
FOAA82401B,400120250,True,False,True,False,True
FOAA825017,400120000,True,False,False,False,True
FOAA825028,400120002,True,False,False,False,True
FOAA826013,400120001,True,False,False,False,True
FOAA82701V,400120004,True,False,False,False,True
FOCT70000V,400070820,True,True,False,False,True
FOCT70100P,400120860,True,False,False,False,False
FOEE018009,400070167,True,False,True,False,True
FOEE01802B,400070166,True,False,False,False,False
FOEE01803C,400070167,True,False,True,False,True
FOEE01810R,400070848,True,False,False,True,False
FOEE01811T,400070193,True,False,False,False,False
FOEE01812V,400070038,True,False,False,False,True
FOEE019005,400070170,True,False,False,False,False
FOEE019038,400070170,True,False,False,False,False
FOEE01908D,400070872,True,False,False,False,False
FOEE01908D,400070880,True,False,False,False,False
FOEE01909E,400070183,True,False,False,False,False
FOEE01910L,400070184,True,False,False,False,True
FOEE020009,400070174,True,False,False,False,True
FOEE02001A,400280185,True,False,True,False,False
FOEE02002B,400070174,True,False,False,False,True
FOEE02004D,400070175,True,False,False,False,False
FOEE02007L,400070176,True,False,False,False,False
FOEE02008N,400070177,True,False,False,False,False
FOEE02011T,400070033,True,False,False,False,False
FOEE021005,400070030,True,False,False,False,True
FOEE021016,400070838,True,False,False,True,False
FOEE021038,400070030,True,False,False,False,True
FOEE02105A,400070180,True,False,False,False,False
FOEE02107C,400070181,True,False,False,False,False
FOEE02300R,400070186,True,False,False,False,True
FOEE02302V,400070186,True,False,False,False,True
FOEE02303X,400070187,True,False,False,False,False
FOEE023052,400070188,True,False,False,False,False
FOEE02312A,400070190,True,False,False,False,False
FOEE02315D,400070169,True,False,False,False,False
FOEE03000X,400080199,True,False,False,False,True
FOEE030033,400080198,True,False,True,True,False
FOEE030044,400080605,True,False,True,False,False
FOEE030055,400080200,True,False,True,False,False
FOEE03100Q,400080600,True,False,True,False,True
FOEE03103V,400080501,False,False,False,True,False
FOEE03103V,400080043,True,False,True,False,False
FOEE03104X,400080502,True,False,True,False,False
FOEE031051,400080600,True,False,True,False,True
FOEE80201Q,400040319,True,False,False,False,False
FOEE80202R,400460861,True,False,False,True,False
FOEE80204V,400460322,True,False,False,True,True
FOEE802061,400460121,True,False,False,True,False
FOEE802072,400370326,True,False,False,True,True
FOEE80302L,400200224,True,False,True,True,True
FOEE80303N,400200068,True,False,False,False,False
FOEE80305Q,400440115,False,False,False,True,False
FOEE80305Q,400440471,True,False,False,False,False
FOEE80306R,400440114,True,False,False,False,False
FOEE80306R,400440411,False,False,False,True,False
FOEE80401B,400030017,True,False,True,True,False
FOEE80402C,400030351,True,False,True,True,False
FOEE80403D,400030331,True,False,False,False,False
FOEE805017,400130213,True,False,False,True,False
FOEE805039,400130215,True,False,False,True,True
FOEE806013,400010298,True,True,False,True,True
FOEE806046,400500301,True,False,True,False,False
FOEE806057,400500106,True,False,False,True,True
FOEE806068,400500088,True,False,False,False,False
FOEE80701V,400180060,True,False,True,True,False
FOEE80702X,400180062,True,False,True,True,False
FOEE807031,400180061,True,False,True,True,True
FOEE80801P,400050291,True,False,False,True,False
FOEE80802Q,400110292,True,False,True,True,True
FOEE80803R,400360096,True,False,True,False,True
FOEE80803R,400360402,False,False,False,True,False
FOEE80804T,400310097,True,False,False,False,False
FOEE80901E,400090219,True,False,True,False,False
FOEE80901E,400090065,False,False,False,True,False
FOEE80902G,400140307,True,False,True,False,False
FOEE80903L,400090370,True,False,False,False,False
FOEE80903L,400090822,True,True,True,False,True
FOEE80903L,400090310,False,False,False,True,False
FOEE81101E,400190063,True,False,False,True,False
FOEE81202B,400430494,True,False,False,False,True
FOEE813016,400320237,True,False,True,False,False
FOEE813027,400320239,True,False,True,False,False
FOEE813038,400330082,True,False,False,True,False
FOEE814012,400220225,True,False,False,False,True
FOEE814023,400490226,True,False,True,False,False
FOEE81501T,400150217,True,False,False,False,False
FOEE81501T,400150216,True,False,True,True,True
FOEE81601N,400450495,True,False,False,True,True
FOEE81602P,400450316,True,False,True,True,False
FOEE81603Q,400450318,True,False,True,False,False
FOEE81604R,400450317,True,False,True,True,True
FOEE81701D,400410407,True,False,False,False,False
FOEE81701D,400410297,True,False,True,True,False
FOEE818019,400160293,True,False,False,False,False
FOEE81802A,400160294,True,False,False,False,False
FOEE81803B,400160295,True,False,False,False,False
FOEE819015,400120146,True,False,True,False,False
FOEE819026,400120140,True,False,True,True,True
FOEE820019,400120151,True,False,False,False,False
FOEE82002A,400120855,True,False,False,False,False
FOEE821015,400120238,False,False,False,True,False
FOEE821015,400120237,True,False,True,False,False
FOEE821026,400120145,True,True,True,True,True
FOEE822011,400120134,True,False,False,True,True
FOEE822022,400120141,True,False,True,True,False
FOEE82301R,400120152,True,False,True,False,True
FOEE82302T,400120153,True,False,False,True,False
FOEE82303V,400120144,True,False,False,True,True
FOEE82401L,400120251,False,False,False,True,False
FOEE82401L,400120250,True,False,True,False,True
FOEE82402N,400120248,True,False,False,True,True
FOEE82402N,400120249,True,False,True,False,False
FOEE82501C,400120154,True,False,True,False,False
FOEE82502D,400120147,True,False,True,True,True
FOEE82503E,400120155,True,False,True,True,True
FOEE826018,400120142,True,False,False,True,True
FOEE826029,400120233,True,False,True,False,True
FOEE826029,400120234,True,False,False,False,True
FOEE827014,400120132,True,True,False,True,True
FOEE827025,400120157,True,False,False,False,False
FOEE827025,400120156,True,False,False,True,False
FOEE827025,400120158,False,False,True,False,False
FOIC80200N,400460122,True,True,True,True,True
FOIC80300D,400200378,True,False,False,False,True
FOIC804009,400030827,True,True,True,True,True
FOIC805005,400130057,True,False,False,False,False
FOIC806001,400010105,True,False,False,False,True
FOIC80700R,400180061,True,False,True,True,True
FOIC80800L,400050353,True,False,False,False,False
FOIC80900C,400090822,True,True,True,False,True
FOIC81100C,400190377,True,False,False,True,True
FOIC812008,400430308,True,False,True,True,True
FOIC813004,400320383,True,True,False,True,True
FOIC81400X,400220379,True,True,False,False,True
FOIC81500Q,400150216,True,False,True,True,True
FOIC81600G,400450315,True,True,True,True,True
FOIC81700B,400410406,True,False,False,False,False
FOIC818007,400160376,True,False,False,False,False
FOIC819003,400120851,True,False,False,False,False
FOIC821003,400120834,True,True,False,True,True
FOIC82200V,400120339,True,True,False,True,True
FOIC82300P,400120152,True,False,True,False,True
FOIC82400E,400120248,True,False,False,True,True
FOIC82500A,400120831,True,True,False,True,True
FOIC826006,400120142,True,False,False,True,True
FOIC827002,400120132,True,True,False,True,True
FOIS001002,400450479,True,False,False,False,False
FOIS001002,400450480,False,False,False,True,False
FOIS00200T,400130451,True,False,False,False,False
FOIS00400D,400080046,True,False,False,False,False
FOIS00900L,400120465,True,False,False,False,False
FOIS01100L,400070477,True,False,False,False,False
FOMM02800V,400070846,True,False,False,False,False
FOMM02800V,400070874,False,False,False,True,False
FOMM02800V,400070848,True,False,False,True,False
FOMM02800V,400070362,True,True,False,False,True
FOMM02800V,400070038,True,False,False,False,True
FOMM03100P,400070862,True,False,False,True,True
FOMM03100P,400070184,True,False,False,False,True
FOMM03100P,400070367,True,False,False,False,True
FOMM08900A,400080455,True,False,False,False,True
FOMM08900A,400080368,True,True,True,True,True
FOMM09400T,400070838,True,False,False,True,False
FOMM09400T,400070820,True,True,False,False,True
FOMM09400T,400070873,False,False,False,True,False
FOMM09400T,400070840,True,True,True,True,True
FOMM09500N,400120860,True,False,False,False,False
FOMM80202Q,400040319,True,False,False,False,False
FOMM80203R,400460122,True,True,True,True,True
FOMM80204T,400370326,True,False,False,True,True
FOMM80301E,400200378,True,False,False,False,True
FOMM80302G,400440312,True,False,False,False,False
FOMM80302G,400440818,False,False,False,True,False
FOMM80302G,400440411,False,False,False,True,False
FOMM80302G,400440410,True,False,False,False,True
FOMM80401A,400030849,True,False,False,False,False
FOMM80401A,400030827,True,True,True,True,True
FOMM805016,400130215,True,False,False,True,True
FOMM806012,400500106,True,False,False,True,True
FOMM806012,400500301,True,False,True,False,False
FOMM806023,400010105,True,False,False,False,True
FOMM80701T,400180061,True,False,True,True,True
FOMM80801N,400050353,True,False,False,False,False
FOMM80801N,400050360,False,False,False,True,False
FOMM80802P,400360402,False,False,False,True,False
FOMM80802P,400360096,True,False,True,False,True
FOMM80803Q,400110292,True,False,True,True,True
FOMM80901D,400090065,False,False,False,True,False
FOMM80901D,400090219,True,False,True,False,False
FOMM80901D,400090822,True,True,True,False,True
FOMM80901D,400090310,False,False,False,True,False
FOMM80902E,400140371,True,False,False,False,True
FOMM81101D,400190377,True,False,False,True,True
FOMM812019,400430308,True,False,True,True,True
FOMM813015,400320383,True,True,False,True,True
FOMM813026,400330082,True,False,False,True,False
FOMM814011,400220379,True,True,False,False,True
FOMM814022,400490380,True,False,False,True,False
FOMM81501R,400150375,True,False,False,False,True
FOMM81601L,400450315,True,True,True,True,True
FOMM81701C,400410405,True,False,False,True,True
FOMM818018,400160376,True,False,False,False,False
FOMM819014,400120851,True,False,False,False,False
FOMM820018,400120855,True,False,False,False,False
FOMM821014,400120834,True,True,False,True,True
FOMM82201X,400120339,True,True,False,True,True
FOMM82301Q,400120152,True,False,True,False,True
FOMM82401G,400120853,True,False,False,True,False
FOMM82501B,400120831,True,True,False,True,True
FOMM826017,400120339,True,True,False,True,True
FOMM827013,400120836,True,False,False,True,True
FOMM827013,400120837,False,False,False,True,False
FOPC030008,400070420,True,False,False,True,True
FOPC04000V,400120339,True,True,False,True,True
FOPM002019,400130460,True,False,False,False,False
